Territorial emissions in tCO₂/person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1972,0.135583724,2.296377727,1.961433122,,0.707099797,,5.776798825,3.659340748,2.194031226,13.31713533,11.5484694,7.434450749,6.214149615,34.25978296,15.12977959,0.050556115,2.061834074,7.893849272,13.46739038,1.259855742,0.12304493,4.793432304,0.011481287,0.744314953,15.56813706,2.821090778,0.035084527,1.1267304,2.219037045,65.69853912,7.595142292,0.027771256,0.020473878,0.013537701,0.126347609,17.13562744,0.172718636,,0.078259186,0.031615425,2.773472478,1.122624296,1.435068092,0.114416422,0.446503473,0.529505275,0.900668713,2.637113696,2.26597722,76.98045486,3.714987184,16.59186247,0.453412584,0.141829643,11.96034272,1.153091979,0.367081723,0.988168602,0.702366066,0.701196297,0.441588169,0.287972963,,19.14994202,0.047043745,5.966313861,,1.055924427,9.50597123,10.01720023,,1.709513906,4.398277971,0.117655244,2.21384326,13.24305579,0.236676421,,3.653071425,11.71019769,0.484927462,,0.47115511,0.19023094,0.110667002,2.161929324,0.080715136,0.51863637,2.246814877,6.683324633,7.088259055,0.348357536,0.356418293,3.520745877,2.809518892,7.311351899,5.412102084,6.078987585,3.280062277,7.956414578,1.12248627,13.87133219,0.313741007,0.430292252,,30.21706419,4.765002388,0.173525526,7.226167067,2.255977238,,0.976966181,7.56162075,4.915649431,8.361612236,38.9887858,0.928262067,0.182354785,0.11211929,1.657214534,0.027971601,0.038677153,2.660532132,,,0.375204805,0.806558506,2.470158994,,7.232452896,2.401976779,2.006780413,1.280671094,0.499184215,0.37195061,0.17141737,,11.17884643,0.020492299,11.82027316,14.09660285,5.54271695,0.616322639,0.051155853,0.711447006,0.74441284,5.676232847,3.564976274,7.473874581,,2.949671278,0.30240172,,2.187195426,0.48557858,0.283068703,1.269762462,0.670077109,9.991280011,2.072540327,72.64086074,0.124922252,6.486449013,12.23717196,0.015947465,,0,0.659942363,0.722770696,12.15787635,0.363337069,0.248690033,0.135980701,10.45196051,0.313632255,4.387877253,0.770665358,0.234819559,10.18979013,11.36483275,5.122198056,0.302183906,0.059848605,7.23900455,1.773180805,4.192831732,0.2739488,0.409860947,4.38659821,0.815080682,10.43436356,6.853785557,1.145933306,2.29689115,2.705991364,0.148297111,0.575431597,,0.173745787,0.24625035,8.129563656,0.889542922,1.444599049,9.549754464,0,,0.126626432,10.61903144,59.72683807,11.56006669,22.28148155,2.15144097,5.327480621,0.672025203,5.182893742,0.524638774,,,0.207169371,0.897828512,1.484914986
1973,0.141292173,2.097414892,2.588677527,,0.740883186,,5.115492608,3.755942906,2.24020375,14.64600354,12.59082336,7.913412182,6.368211916,40.62088312,21.50160541,0.063949844,1.961960898,8.172111133,14.2515918,1.155152709,0.118071005,8.030609353,0.011109763,0.704676712,16.9803466,3.334515129,0.07804688,1.273895476,2.560191655,66.90638312,7.850275473,0.028528666,0.020518277,0.012832951,0.12815402,16.94394759,0.207990882,,0.073418477,0.041202125,2.6764574,1.143640017,1.501621829,0.111144816,0.796374054,0.544778708,1.018518657,3.142161552,2.406483426,84.91849237,3.84736555,16.57609862,0.45964976,0.145932723,11.8184971,1.012479769,0.364660051,1.228360175,0.78207642,0.640102459,0.505469667,0.098345915,,19.78920584,0.057043135,6.360891662,,1.130294808,10.56974827,10.41747054,,1.595699976,8.356997141,0.10786025,2.293582753,13.80161908,0.234196728,,4.284506005,11.61117481,0.561469464,,0.497633544,0.180513528,0.18222721,2.469908819,0.085192209,0.494335703,2.192925492,7.009715568,8.24018006,0.350767279,0.393701154,4.179062884,2.815701676,7.461211101,5.992395172,6.497826703,4.261715296,8.335765116,1.244530144,14.24638106,0.306730076,0.604640417,,24.95829585,4.862819887,0.179533987,7.479267669,2.749858843,,0.935049476,6.992950962,6.047368658,8.650968,40.59555652,0.901798756,0.147663361,0.114309984,1.582358463,0.027152809,0.041406562,2.549329049,,,0.38211345,0.783296817,2.608096809,,7.463024711,2.475987817,2.371280027,1.277100035,0.582954485,0.390073378,0.140804042,,12.05608011,0.031595769,12.28919426,20.59658415,6.106175926,0.681242025,0.064612635,0.831002925,0.776435686,6.034509164,4.219500263,7.69857114,,2.896663039,0.31124377,,2.408871722,0.503228868,0.335805757,1.343992433,0.779614849,10.08686231,2.226522556,76.08193778,0.12326445,7.014205566,12.68304997,0.016343764,,0,0.66253786,0.745583366,6.916766775,0.39543189,0.244941071,0.177708798,13.40906263,0.324536325,5.197423456,0.816189448,0.183055419,9.542037011,11.30233433,6.066248343,0.35303186,0.065586266,7.109693738,2.105458865,4.440273004,0.279755017,0.399812632,5.315254169,0.769886907,10.70125693,7.324394465,1.125956253,2.525749435,2.738592098,0.210447261,0.626580465,,0.172168828,0.283056141,9.146832683,0.883072671,1.559630586,9.6920892,0,,0.105543653,10.99161874,69.31418244,11.74322013,23.08293875,2.033505768,5.396726317,0.574372694,5.346796617,0.558413559,,,0.367982899,0.985475005,1.622854434
1974,0.161181087,1.679203482,2.103572471,,0.715384681,,6.675542683,3.751721922,2.277784081,13.12854001,12.11828178,7.541657727,6.503072602,37.315629,19.95624975,0.063786702,1.997063262,8.426689073,13.84236334,1.196470222,0.123194789,8.348838085,0.010749849,0.700651108,15.16889313,3.315363076,0.12715434,1.347077707,2.527892766,52.99583965,8.073898992,0.034093585,0.025027104,0.0068898,0.135344129,17.0791479,0.218614302,,0.050721094,0.037549752,2.470985873,1.143136415,1.589422877,0.107876151,1.027159744,0.562682365,0.925113022,3.14209486,2.431514362,76.67513527,2.973858477,16.66518252,0.495134849,0.149885861,10.92851936,1.014635115,0.413882692,1.287434856,0.880262151,0.687815522,0.49447183,0.176543065,,20.36920453,0.055140568,7.475926248,,1.183462359,9.936604801,10.0051929,,1.597204265,8.396078419,0.104702607,2.367023205,13.51716716,0.26965477,,4.130931861,11.45781472,0.375686982,,0.506847693,0.185753031,0.16451884,2.10586674,0.093842707,0.495227383,2.456333776,7.076035096,8.075492031,0.354019073,0.400378456,4.507696908,2.749186037,7.48956866,5.862784982,6.543350336,3.845448837,8.229544651,1.217618451,14.57024812,0.374403143,0.541007005,,18.74176312,4.947830866,0.099467844,7.712723513,2.69207104,,1.05867183,4.284391538,4.822864211,8.916447479,41.04875821,1.081648334,0.158423692,0.106947549,1.680139904,0.026370336,0.046265393,2.341841698,,,0.382527967,0.789857883,2.716639026,,7.670311116,2.592143466,2.355809901,1.273770207,0.656623389,0.334477465,0.156994825,,13.94137542,0.031180876,11.79784834,21.14906336,6.165349683,0.7035578,0.055486504,1.017619448,0.814403201,6.181875503,4.172799971,6.947944738,,3.092717935,0.323320766,,2.276781595,0.580431147,0.359142957,1.416281607,0.736736767,10.3112025,2.273766816,58.44148601,0.125994322,7.209681383,13.08889976,0.016706301,,0,0.831668785,0.66776016,7.440852936,0.320307719,0.288807147,0.217605625,13.18925915,0.376469458,5.1756779,0.921822848,0.173496912,9.729291128,11.31665071,6.034623487,0.343222919,0.079925872,7.040084036,2.139068971,4.887240402,0.218306733,0.403143797,4.0581062,0.629649997,9.742621706,6.532011127,1.332578596,2.419966135,2.760381294,0.146988294,0.604406495,,0.159353721,0.238938342,9.653068228,0.960821048,1.567762178,9.800819331,0,,0.104097798,11.33822747,63.62695775,10.97531846,22.08268192,1.989425243,5.444814639,0.630509161,5.865607187,0.41521875,,,0.29433081,0.876418187,1.532472944
1975,0.174494747,1.732448544,2.035092325,,0.626898894,,11.04317951,3.665447524,2.343508792,9.399818826,12.46513429,7.155104854,6.725167814,40.84634017,20.16302137,0.065015764,2.298433769,8.797421842,12.47747974,1.344561586,0.131216032,8.599969956,0.010401142,0.790791173,10.81439038,3.425607085,0.256700507,1.38294285,2.494456331,44.31611056,8.229594702,0.035813636,0.020522603,0.007079749,0.156879084,17.15000338,0.252793429,,0.044918248,0.044856774,2.156739804,1.292954993,1.530055186,0.117756288,0.676457828,0.776970789,0.96398892,3.264403327,2.841983729,55.36155101,3.086597766,17.32228574,0.581618187,0.140235109,11.01353583,0.948595756,0.411107994,1.240136745,1.035057909,0.801016949,0.516465195,0.219895362,,21.23740559,0.037469635,8.567912174,,1.081235976,9.769073441,9.213941346,,1.519741406,8.086501643,0.161407321,2.472798532,12.76782795,0.236134759,,4.391593128,10.28727798,0.490217671,,0.567502573,0.183678923,0.172186133,2.447323596,0.094255897,0.513920061,2.473029866,7.155304581,7.399000321,0.375621496,0.411029484,4.236969343,2.850867415,6.981718024,5.767415585,6.190375868,4.084032002,7.737601729,1.319385403,15.0881887,0.363993077,0.543485785,,15.34026522,5.101420755,0.083917523,8.054553449,2.327661089,,0.887515913,5.047645103,5.968736431,9.302206136,33.54549207,1.201932618,0.21921136,0.10950082,1.673720839,0.051199642,0.050923445,2.086390359,,,0.391036489,0.664083432,2.796018707,,7.981375649,2.729100466,2.431523444,0.95309113,0.638683546,0.297040355,0.151030132,,14.25059036,0.025256469,11.16259851,18.50572104,5.902350176,0.674234924,0.062273656,0.753392387,0.858079625,6.435578439,4.289709264,7.636271899,,9.21132529,0.340361389,,2.751262914,0.548084032,0.308137582,1.420017761,0.766194939,11.05553519,2.311841002,56.12813585,0.091725231,7.646788567,13.66875764,0.03894586,,0,0.751367116,0.690099285,5.54311649,0.31744626,0.377578689,0.212931646,10.54263199,0.510705197,5.353301337,0.96194805,0.17145432,10.68954164,11.72138662,6.236447769,0.296300789,0.118717051,7.176718844,2.272870098,5.062959113,0.211741703,0.288489542,5.147945743,0.661563975,9.819563913,6.160327421,1.490064326,2.625343966,2.815809312,0.14045952,0.592882095,,0.12409387,0.35277127,9.120630882,0.960986113,1.648938248,10.03844387,0,,0.096206968,11.8470401,57.13184172,10.72118105,21.19783579,2.07608288,5.561160953,0.538770709,4.838230693,0.463520928,,,0.27609403,0.826605998,1.36309445
1976,0.159425146,1.823140082,2.371507655,,0.451369107,,6.298484138,3.792248969,2.379337026,19.92221333,12.09589892,7.695341489,6.872831917,31.33200062,21.89545533,0.072738861,2.139161456,9.071202442,13.26823646,1.317664511,0.075177823,8.787027149,0.010062644,0.872328437,22.72500462,3.50240478,0.774466875,1.389269987,2.459532029,36.47070227,8.196013827,0.033310658,0.022954463,0.007552097,0.143326663,17.01904103,0.238685406,,0.055315226,0.044006187,2.223895542,1.31961811,1.588244755,0.139551955,0.741435483,0.804567413,0.960487999,3.355353302,2.83277689,117.956927,3.833907667,17.88362541,0.554524976,0.143939873,11.82510028,0.862871995,0.408541005,1.207643929,1.109010536,0.868883365,0.529579615,0.225681159,,21.88037106,0.035529984,8.03234764,,0.823379196,10.8344736,9.95448329,,1.827495913,8.404502991,0.156557904,2.549802373,13.92013544,0.200475668,,4.797912991,4.435029958,0.492162718,,0.521053566,0.190328164,0.135894188,2.324189539,0.128712367,0.530944155,2.739799946,7.551121576,7.724614518,0.383949869,0.459320021,4.624275954,4.061514373,6.954185179,5.621691291,6.604129831,3.585094945,8.0048984,1.513823419,15.43507641,0.326380126,0.546774996,,15.79084712,5.196140184,0.072753504,8.310460968,1.929378368,,0.858664798,7.410803062,5.708489921,9.578611018,33.33005516,1.024969493,0.124727269,0.107018355,2.006501887,0.074538205,0.04998202,2.366727741,,,0.385076371,0.687895344,3.038639748,,8.201957837,2.870999893,2.482766916,0.951441184,0.647069504,0.255050049,0.158131305,,14.04188338,0.019805016,12.29138251,16.97838249,6.1539824,0.753938823,0.060253344,0.853557659,0.904021712,6.477294334,4.359173293,8.2785893,,10.09718705,0.324479574,,2.599889716,0.550416568,0.370154214,1.415344959,0.806594782,11.63079519,2.392853059,49.17247263,0.079325424,8.124828231,14.09800976,0.057542618,,0,0.837677183,0.743001737,7.957233545,0.314929949,0.278039156,0.332795931,12.19531427,0.34156213,5.476348906,1.296344543,0.144776689,12.97012824,12.05467557,6.373452927,0.305210651,0.110753225,7.284849492,2.553867203,5.471804693,0.201205305,0.245179744,5.129344785,0.634533368,10.69976397,6.41552289,1.770547618,3.327240115,2.835315264,0.165450051,0.682014056,,0.125475207,0.308804163,14.90199458,0.98563271,1.811298621,10.1562717,0,,0.081806677,12.23959287,64.50420644,10.6379598,22.26337933,2.036287993,5.608986736,0.417387342,4.221799142,0.28857286,,,0.316776375,0.791271562,1.726181929
1977,0.187920189,2.060440501,2.442186944,,0.469588566,,7.257513608,3.769810937,2.403825565,10.35971691,12.8168831,7.40035034,6.99781139,46.11464182,23.66864656,0.074033322,2.362785034,9.314224144,12.89541079,1.452897939,0.083683589,8.502825916,0.019469323,0.83425974,11.67621125,3.375356034,0.967113938,1.424991772,2.771034222,37.46482176,8.482603902,0.038829162,0.025189004,0.007885836,0.199953186,17.19523946,0.260539321,,0.054755496,0.046681047,2.098194316,1.422509711,1.605347684,0.135179372,0.281318336,1.639740434,1.171533453,3.24819763,3.036863304,61.46554212,4.112343734,18.31459592,0.546447498,0.143343234,12.12370198,0.781798857,0.355521056,1.043582996,0.995408747,0.931926171,0.536025686,0.229525715,,22.4400188,0.031066907,9.804488802,,1.275895269,10.58024086,9.600654823,,1.844208661,9.075001691,0.17422009,2.617658857,13.4568075,0.249069419,,5.193807666,14.51195239,0.49447207,,0.586466821,0.190543033,0.137411799,2.492848493,0.132261999,0.579287802,3.044843591,7.814617654,8.575085517,0.397372121,0.597820103,4.696756099,3.518454153,7.24152001,5.581421222,6.368728136,3.621004542,8.151947906,1.572689584,15.71322553,0.346386784,0.367048452,,13.79173766,5.268749844,0.073848066,8.539927773,1.557575637,,0.832196515,7.946400294,6.397512919,9.822935966,30.57468313,1.249081796,0.103183081,0.113487649,1.851292307,0.096553178,0.059617876,2.471661615,,,0.40318418,0.702627951,3.089141691,,8.397538835,3.15462609,2.388669352,2.22002943,0.693407267,0.261145406,0.163706728,,15.26407741,0.023119592,11.80794058,14.91943921,6.46681782,0.932345624,0.064354139,0.758445137,0.936126725,6.596403807,4.166057177,8.238072237,,9.814414564,0.335673279,,2.51630972,0.541271989,0.404216756,1.435843185,0.821477276,12.09305176,2.389788262,43.64878487,0.078504626,8.203097972,14.4757495,0.055918024,,0,0.840309153,0.603336656,6.080318619,0.312571683,0.456966114,0.324610461,13.48572777,0.421472273,5.278998569,1.334135453,0.161705065,12.04620433,12.29202565,6.134127842,0.382151594,0.17951435,7.343227559,2.857111663,5.335871127,0.20559286,0.238279679,4.918223996,0.628309805,10.37361036,6.532664357,1.822372599,3.559972284,2.842633425,0.115018213,0.744042277,,0.17549435,0.305820735,14.93889671,1.10856,1.960116326,10.23749736,0,,0.064835767,12.60033393,54.82166932,10.74519369,22.6977915,1.938455182,5.631980648,0.471604961,4.557748698,0.308526321,,,0.356724374,0.713680796,1.438762854
1978,0.166421127,2.291027398,3.542026735,,0.694812773,,7.632327566,3.777909927,2.428524032,8.783731251,13.3083084,7.569393548,7.131679164,30.68143766,23.45155207,0.074797941,2.510706787,9.57010996,13.82116866,1.556001814,0.099738048,7.949945756,0.02825184,0.915052718,9.780937053,3.739663916,0.979203997,1.518177159,2.732544048,54.11463536,9.065045728,0.052917558,0.025397273,0.007990347,0.248737127,17.34065332,0.669072942,,0.061945335,0.045019345,2.050863424,1.56289073,1.661128266,0.095187992,0.184540241,1.645909372,1.273723761,3.615642957,3.151207001,52.23256856,4.28479988,18.38630559,0.625193486,0.140954052,11.94541714,0.72378558,0.353872899,0.988145997,1.349251976,0.944304392,0.547886333,0.257012693,,23.02058264,0.039945632,9.516978434,,1.155585542,10.90501641,9.965309275,,2.025691892,10.60880311,0.206887636,2.688548923,13.82235416,0.24351375,,5.24840197,7.882937226,0.535387377,,0.619227316,0.187586656,0.129153196,2.674311646,0.138273355,0.574419328,3.295190947,8.25329948,8.58876503,0.394960729,0.665043957,4.508813371,3.291268669,7.133291041,5.828001129,6.644481516,4.379699926,7.815111063,1.753077661,15.99374151,0.352425991,0.36969646,,15.77910636,5.341038828,0.072634989,8.780250871,1.726421866,,0.82554352,7.905259748,6.275149762,10.08215036,32.9045141,1.682720445,0.120508205,0.11529556,1.854320812,0.140900497,0.055839596,2.853181704,,,0.409752241,0.680693644,3.462784767,,8.60427906,3.566999285,2.641628378,2.221952699,0.695492402,0.266806242,0.159888268,,15.06166291,0.022095848,12.17206494,10.61048313,5.734101104,0.839847546,0.071150607,0.702616209,0.957157785,6.193470571,4.596976854,8.037977662,,8.534319365,0.34831974,,2.100772607,0.561953493,0.49709852,1.347040114,0.814547789,12.35622241,2.357924277,43.17719108,0.069258299,8.846533144,14.86912697,0.058809989,,0,0.758679397,0.842679114,5.443380654,0.344892503,0.610711905,0.355885559,12.48833405,0.482144583,5.849691462,1.202663416,0.219716429,13.97309202,12.28113466,6.791283398,0.285472036,0.116568569,7.224445662,3.030253107,5.411949071,0.238331173,0.206215863,6.263403904,0.784812115,9.597105478,6.7119996,1.826835569,4.062693546,2.852193518,0.121532046,0.793487939,,0.131955892,0.380766313,13.9634624,1.19724196,1.813901597,10.32983204,0,,0.054729181,12.9845267,55.57858552,10.75222693,22.68072383,1.958172696,5.66364139,0.522565405,4.772253229,0.303496203,,,0.360068673,0.643789919,1.416888915
1979,0.171934126,2.625345174,2.507053869,,0.682463163,,6.294788652,4.010134957,2.40205382,9.174434732,13.2448292,8.124737247,7.090205691,31.51723132,23.44064125,0.080731892,2.381367553,9.583622721,14.24338177,1.472610225,0.098167557,8.636261598,0.054677998,0.843097972,10.09856552,4.034174919,1.0538892,1.572134283,2.695108496,40.85880264,8.794756479,0.060252396,0.026567172,0.004843511,0.220213148,18.23669593,0.793483973,,0.042918778,0.045769397,2.187630564,1.575609547,1.730573557,0.069105346,0.194651882,1.446342976,1.183778027,3.915348028,3.241476909,54.68219094,4.534470102,17.82577691,0.677695174,0.144390019,12.2880765,1.197730935,0.453166227,1.206143625,1.532409634,1.006029256,0.536133097,0.227390709,,23.05447974,0.053054155,11.29205289,,1.330123287,11.38340349,9.980650691,,1.779292773,9.239812213,0.210830678,2.69205721,14.34740383,0.218901628,,5.527269539,11.4865055,0.500115495,,0.686455505,0.193504911,0.133788057,1.963376812,0.135448466,0.52496276,3.250237238,8.047731563,8.780047199,0.405556486,0.657508952,4.3848204,3.991520218,8.175278603,5.676169116,6.8708907,4.048293803,8.197028456,1.766493084,15.87522241,0.322157652,0.429075701,,12.4818554,5.276506849,0.069115873,8.798375102,1.993409056,,1.035367457,9.203821057,5.308336042,10.07910221,33.51096073,1.685755583,0.130023288,0.105607102,2.12084479,0.182827489,0.059283086,2.738545894,,,0.413087951,0.701591645,3.640515368,,8.596070534,3.787328471,2.844153551,2.226582169,0.826924057,0.236757453,0.154958084,,14.97231743,0.033622591,13.31931463,11.15980592,5.248749498,0.531778039,0.07950192,0.99201831,0.981516207,6.222807702,4.935632137,8.50187826,,8.009956911,0.36346036,,2.200370957,0.590222828,0.441886168,1.302365852,0.80652358,12.54132439,2.566089535,55.08511031,0.070213683,8.880972204,14.89964581,0.058486032,,0,0.84661953,1.257460469,6.02037463,0.274246365,0.515459756,0.347053685,14.25373595,0.519024799,6.313223185,1.869877208,0.205404069,15.01966094,11.84554673,7.318389362,0.486832665,0.090095553,7.619858986,3.520973256,5.45179195,0.259461825,0.205139487,6.075863494,0.771916676,10.23002199,6.331970488,2.614261296,4.258068903,2.791402915,0.110318207,0.81312614,,0.500246266,0.417632064,15.02018322,1.366901328,1.737489822,10.16009923,0,,0.05155973,13.03881923,40.22942324,11.45491933,22.72015344,2.129539988,5.560615537,0.54001942,5.169373574,0.313510796,,,0.361632383,0.647614047,1.41705779
1980,0.140654433,1.757788398,3.544221158,,0.64038054,,2.202222256,3.877140546,2.465772475,9.401930397,13.89675814,6.892941972,7.269068441,35.62917873,21.73582096,0.090518542,2.658700582,9.894627389,13.71818008,1.312795849,0.125153269,8.140016802,0.052940709,0.812226033,10.23130902,3.934120986,1.495240673,1.522554272,2.63858133,36.59676141,8.601936217,0.062361468,0.033982296,0.046102902,0.456097384,18.06689592,0.381138213,,0.043994972,0.047377292,2.188341447,1.521312895,1.687571475,0.145074438,0.221691223,1.660642457,1.014164336,3.829860791,3.198456292,56.17369351,4.799750341,17.982115,0.670692128,0.130481896,11.76226131,1.073919925,0.502069117,1.116612808,1.647917334,1.032628368,0.470038536,0.207511973,,23.82877799,0.052009604,9.786779393,,1.229354838,12.16451459,9.536045,,1.791785612,8.843805318,0.219250027,2.778125955,14.14208287,0.2031732,,5.467700739,11.26132599,0.502245935,,0.642923555,0.193787607,0.176267827,2.29768073,0.131948424,0.539440284,3.334348356,8.101691807,8.156381017,0.41862689,0.640266968,3.13326115,3.322125111,7.746535562,5.603951068,6.860226409,3.954679506,8.064114632,2.118180182,16.24156566,0.382359461,0.482002203,,16.47814067,5.37509526,0.056666846,9.088049666,1.987311815,,1.054566138,9.039193714,6.312442507,10.3894234,30.44363984,2.150636688,0.180361062,0.11329794,2.121157801,0.266655346,0.053080461,3.064567864,,,0.418273385,0.617783666,3.953090093,,8.855465437,4.037743406,2.768256511,1.279776458,0.803808472,0.280236178,0.164609934,,16.31696136,0.034697735,12.50013889,13.44961945,5.553850319,0.612204308,0.091730725,0.932609431,1.007423701,6.347191583,4.7721501,7.777469935,,5.938207029,0.396055485,,1.587951274,0.588864683,0.482475628,1.375722699,0.761440432,13.04365036,2.736107358,47.14975671,0.071929661,8.84992622,15.40220048,0.094261455,,0,1.190245261,0.933792639,6.000655093,0.340900633,0.466595919,0.414607551,16.63834301,0.584936295,6.164978571,1.459090213,0.180615933,12.67664947,11.88218541,7.124586526,0.439041717,0.138048044,7.745088686,3.524302707,5.705585343,0.226758599,0.206158411,6.316513468,0.777410603,8.627977001,6.405677506,2.329116433,4.613994667,2.819253256,0.097089497,0.86909604,,0.279915155,0.41675973,15.00143636,1.443504836,1.705917174,10.30188588,0,,0.047125773,13.48936605,36.31327117,10.28001328,21.55094117,1.969868811,5.633666098,0.527167474,5.959103229,0.316963344,,,0.359969834,0.615914376,1.363702257
1981,0.17736131,2.452755975,2.394767457,,0.61018667,,1.632860041,3.581450574,2.397852694,8.905676047,14.32077397,7.379139333,7.036621262,12.27605327,22.57054288,0.091534038,2.690275007,9.649491993,12.55371007,1.231480735,0.098257826,7.204630196,0.129126705,0.815454231,9.619462972,4.245143379,1.432311673,1.368754936,3.832635983,10.60901911,8.91992927,0.078179549,0.035083281,0.047207372,0.602454534,17.3127581,0.102526474,,0.055538486,0.047366601,2.092104283,1.480545332,1.652368018,0.140928914,0.251649256,3.756022553,0.901208785,4.140961484,3.322668492,53.44660689,4.504998763,17.76073809,0.448349562,0.136769964,10.08700832,0.880269311,0.502385784,1.042471646,1.993726027,1.133701205,0.39978695,0.234436774,,23.23491958,0.051927974,10.08139775,,1.630564764,10.70932203,8.524961397,,1.952490349,8.536826444,0.21208972,2.708392474,13.49720406,0.233088457,,5.321736058,10.40280763,0.615656046,,0.551182597,0.195223335,0.169121032,2.307339108,0.131754174,0.464045818,3.666334367,8.091945973,7.570966987,0.441828819,0.661213805,2.798510168,2.267783492,7.609581447,5.506681741,6.638612801,3.419322948,7.85879223,2.525388495,15.66277529,0.388372141,0.473729293,,15.98168117,5.167189401,0.044562537,8.865706279,1.930548866,,0.972463047,9.21203786,5.847865541,10.12849035,26.02661926,2.150988158,0.111270284,0.092616579,2.276345315,0.280744771,0.052420965,3.39614458,,,0.408400663,0.559152491,4.09607485,,8.617706754,3.803254446,2.988745282,1.611399419,0.777805709,0.212972234,0.164848544,,16.19815369,0.028377953,11.54295065,9.254599675,5.239791408,0.628344398,0.106866478,0.875426155,1.03707897,6.2733004,5.113890037,7.757518254,,5.589871554,0.406226628,,1.658785518,0.609294895,0.43726502,1.339858303,0.695021451,11.40821533,2.739289778,43.54447636,0.068229889,8.873424,15.02790877,0.110419653,,1.135419895,1.2795381,0.768822281,6.616975866,0.338660332,0.462988146,0.443359887,16.41702903,0.560472274,6.677284686,1.500500531,0.201477521,10.48512025,11.66358755,7.686555481,0.560607376,0.046302084,8.503255811,3.603997789,5.458251433,0.263545076,0.191906201,5.396438558,0.707583454,8.33326628,6.106428099,2.883056531,4.078784358,2.690912325,0.105917622,0.803395583,,0.241460218,0.491832394,15.08924079,1.458989776,1.76039786,9.873730537,0,,0.038857798,13.17114562,33.41898598,9.939641654,20.76959874,1.805752786,5.402077249,0.42433016,5.869618848,0.325999844,,,0.443420447,0.569395645,1.252963088
